id,title,description,project_url,doi,language,upload_date,download_date,repository_folder,project_folder,download_method,query_string,repository_name,repository_url
397,Data From: Palaeoecology of Middle Devonian epizoans and their <em>Paraspirifer</em> hosts,"<p>The Silica Shale brachiopod, <em>Paraspirifer bownockeri</em>, of Ohio and Michigan, USA preserve a unique window into Middle Devonian communities, as they hosted numerous epibionts. Herein, we use qualitative and quantitative methods to test hypotheses regarding the palaeoecology of these brachiopod hosts and their epibionts. We analysed the number and type of epibionts on the dorsal valve, ventral valve, hinge, and commissure of over 200 specimens. Using a variety of statistical techniques, we tested hypotheses regarding the relationships of these epibionts both to their host and to one another. We also produced 3D models of these specimens to explore hypotheses as to how epibiont colonization impacted host morphology. Finally, we compare our results to previous work on Silica Shale brachiopods. Our data show a correlation between shell morphology and epibiont placement that may indicate preferential placement in the water column or epibiont influence on host morphology. We found an average of 1.96 epibionts per host, with several significant correlations between co-occurring pairs. By applying this new data to previously published life position models and epibiont placement data, we reevaluated the life position of these brachiopods and found that the most likely position these brachiopods would have been found in life would have been with the commissure 30–45˙ angled above the sea floor. Our interpretation of the results differs from original work on these brachiopods with regards to the epibiont relationships to one another, colonization patterns, and life position but supports more recent work evaluating spirifer life position and morphology.</p>
",https://datadryad.org/dataset/doi:10.5061/dryad.rxwdbrvq1,https://doi.org/doi:10.5061/dryad.rxwdbrvq1,en,2026-03-19,2026-03-23T20:10:54.112278+00:00,dryad,173577,API-CALL,qualitative data,dryad,https://datadryad.org
398,Data from: The effect of collective dispersal on the genetic structure of a subdivided population,"Correlated dispersal paths between two or more individuals are widespread across many taxa. The population genetic implications of this collective dispersal have received relatively little attention. Here we develop two-sample coalescent theory that incorporates collective dispersal in a finite island model to predict expected coalescence times, genetic diversities and F-statistics. We show that collective dispersal reduces mixing in the system, which decreases expected coalescence times and increases FST. The effects are strongest in systems with high migration rates. Collective dispersal breaks the invariance of within-deme coalescence times to migration rate, whatever the deme size. It can also cause FST to increase with migration rate because the ratio of within- to between-deme coalescence times can decrease as migration rate approaches unity. This effect is most biologically relevant when deme size is small. We find qualitatively similar results for diploid and gametic dispersal. We also demonstrate with simulations and analytical theory the strong similarity between the effects of collective dispersal and anisotropic dispersal. These findings have implications for our understanding of the balance between drift-migration-mutation in models of neutral evolution. This has applied consequences for the interpretation of genetic structure (e.g. chaotic genetic patchiness) and estimation of migration rates from genetic data.",https://datadryad.org/dataset/doi:10.5061/dryad.1hf24,https://doi.org/doi:10.5061/dryad.1hf24,en,2013-03-12,2026-03-23T20:10:56.899633+00:00,dryad,1800,API-CALL,qualitative data,dryad,https://datadryad.org
399,Data from: Geometric morphometric analysis applied to theropod tracks from the lower Cretaceous (Berriasian) of Spain,"Geometric morphometric methods applied to theropod tracks from the Huérteles Formation (Berriasian, Spain) are here shown to be invaluable for drawing comparisons between theropod tracks with different preservation modes (true tracks, shallow undertracks and natural casts) or differing in the preservation of anatomical features (e.g. digital pads). Principal components analysis and thin-plate spline methods can quantitatively distinguish between the broad groups of tracks in a sample and establish the main differences between them. These methods offer a promising approach for estimating ichnodiversity, achieved by evaluating just the morphology of the tracks independent of other factors such as size. The theropod tracks of the Huérteles Formation can be classified into two broad groups: minute-to-medium-sized gracile theropod tracks (Kalohipus bretunensis) and medium-to-large-sized robust theropod tracks (Iberosauripus). The presence of a third group of more gracile medium-to-large-sized theropod tracks (Megalosauripus) cannot be proven with certainty on the basis of the current data. These results indicate that the theropod ichnodiversity of the Huérteles Formation is probably lower than that estimated by means of conventional methods alone (e.g. qualitative description of the tracks) and that many of the described theropod morphotypes may represent extramorphological or ontogenetic variations of other morphotypes.",https://datadryad.org/dataset/doi:10.5061/dryad.v60t1,https://doi.org/doi:10.5061/dryad.v60t1,en,2015-10-02,2026-03-23T20:10:59.425891+00:00,dryad,14391,API-CALL,qualitative data,dryad,https://datadryad.org
400,Data from: Mating consequences of contrasting hermaphroditic plant sexual systems,"For hermaphroditic angiosperms with multiple flowers the sex roles can be exclusively combined in bisexual flowers (monocliny), strictly separated among different flowers (monoecy), or arrayed in mixtures of bisexual flowers with female flowers (gynomonoecy) or male flowers (andromonoecy). The hypothesized benefits favoring the evolution of these contrasting hermaphroditic sexual systems are typically examined individually, usually by assessing success through only one sex role. We tested predictions of most hypotheses experimentally with an andromonoecious species, Anticlea occidentalis (Melanthiaceae), based on the performance of intact plants (andromonoecy) and those with emasculated bisexual flowers (functionally monoecious) or emasculated male flowers (functionally monoclinous with sterile peripheral flowers). Andromonoecy in this species enables efficient, size-dependent resource allocation, emphasizing female function in large plants. Emasculation revealed that anthers in male flowers promote female mating quality (outcrossing rate and mate diversity), whereas anthers in bisexual flowers promote male mating quantity (pollen dispersal distance and probability of any siring success). Thus, different hermaphroditic sexual systems likely evolve to capitalize on suites of benefits, rather than just one, and provide compromises between quantitative and qualitative reproductive components. These compromises apparently maximize an individual’s combined genetic contributions through female and male functions, rather than separate contributions through each sex role.",https://datadryad.org/dataset/doi:10.5061/dryad.9p1tc81,https://doi.org/doi:10.5061/dryad.9p1tc81,en,2020-03-05,2026-03-23T20:11:02.004809+00:00,dryad,4075,API-CALL,qualitative data,dryad,https://datadryad.org
401,Data from: Adapting in larger numbers can increase the vulnerability of Escherichia coli populations to environmental changes,"Larger populations generally adapt faster to their existing environment. However, it is unknown if the population size experienced during evolution influences the ability to face sudden environmental changes. To investigate this issue, we subjected replicate Escherichia coli populations of different sizes to experimental evolution in an environment containing a cocktail of three antibiotics. In this environment, the ability to actively efflux molecules outside the cell is expected to be a major fitness-affecting trait. We found that all the populations eventually reached similar fitness in the antibiotic cocktail despite adapting at different speeds, with the larger populations adapting faster. Surprisingly, whereas efflux activity enhanced in the smaller populations, it decayed in the larger ones. The evolution of efflux activity was largely shaped by pleiotropic responses to selection and not by drift. This demonstrates that quantitative differences in population size can lead to qualitative differences (decay/enhancement) in the fate of a character during adaptation to identical environments. Furthermore, the larger populations showed inferior fitness upon sudden exposure to several alternative stressful environments. These observations provide a novel link between population size and vulnerability to environmental changes. Counter-intuitively, adapting in larger numbers can render bacterial populations more vulnerable to abrupt environmental changes.",https://datadryad.org/dataset/doi:10.5061/dryad.qs1673c,https://doi.org/doi:10.5061/dryad.qs1673c,en,2020-07-16,2026-03-23T20:11:03.143222+00:00,dryad,23698,API-CALL,qualitative data,dryad,https://datadryad.org
402,Data from: Dung beetle species interactions and multifunctionality are affected by an experimentally warmed climate,"While substantial effort has been invested in modelling changes in species distribution with climate change, less attention has been given to how climate warming will affect interactions among co-occurring species, and the cascading functional consequences. In this study, realistic dung beetle communities were subjected to an experimental warming treatment and the net effect on the functions of dung decomposition (in terms of dung mass) and plant productivity (in terms of biomass production of ryegrass grown on soil from underneath the dung pats) were examined. A priori, we hypothesized that the largest tunneling species would be functionally dominant, and be differently affected by experimental warming compared to pat-dwelling, smaller species. In terms of dung decomposition, the largest beetles did prove to be the functionally most important, with the qualitative pattern unaffected by experimental warming. In contrast, for plant productivity all species appeared equally important under ambient conditions. However, the effects of single species on plant productivity were reduced as temperature increased: In a warmed climate, a combination of both tunneling and pat-dwelling species came the closest to returning ecosystem functioning to levels found in the ambient treatment. These results suggest different roles for different species, and highlight the importance of maintaining multiple species within an ecosystem – particularly when systems are perturbed.",https://datadryad.org/dataset/doi:10.5061/dryad.1j002,https://doi.org/doi:10.5061/dryad.1j002,en,2016-02-02,2026-03-23T20:11:05.495329+00:00,dryad,11034,API-CALL,qualitative data,dryad,https://datadryad.org
403,Managing for ecosystem response to drought and wildfire on the Colorado Plateau,"<p dir=""ltr"">These data are responses to survey questions (see below) given to staff associated with natural resource management on the Colorado Plateau, U.S.A. The survey was intended to understand how managers perceived: 1) the degree to which managed lands have experienced drought, wildfire, and related stressors; 2) the current and future responses of ecosystems to these stressors and associated changes to natural resource condition; 3) the role of natural resource management interventions in preparing for stressors and ecosystem response; 4) limitations and barriers to management interventions. The survey consisted of quantitative questions, including a combination of close-ended (yes or no) questions, select-all-that-apply questions, ranked choice questions, and 3-point, 5-point, and 11-point Likert-scale questions. The survey also included qualitative open-ended and fill-in-the-blank questions. The survey was implemented within the Qualtrics program hosted at Northern Arizona University in Flagstaff, Arizona. The numbered questions below (Q1, Q2, etc.) correspond to the columns in the spreadsheet, with possible answers chosen by survey participants indicated below each question. Each participant is a row in the spreadsheet. All identifying information of the participants has been removed to maintain their anonymity. </p>",https://datadryad.org/dataset/doi:10.5061/dryad.s7h44j1d8,https://doi.org/doi:10.5061/dryad.s7h44j1d8,en,2024-01-29,2026-03-23T20:11:05.770371+00:00,dryad,119869,API-CALL,qualitative data,dryad,https://datadryad.org
404,Colony-age-dependent variation in cuticular hydrocarbon profiles in subterranean termite colonies,"<p>Cuticular hydrocarbons (CHCs) have, in insects, important physiological and ecological functions, such as protection against desiccation and as semiochemicals in eusocial taxa, including termites. CHCs are, in termites, known to vary qualitatively and/or quantitatively among species, populations, or seasons. Changes to hydrocarbon profile composition have been linked to varying degrees of aggression between termite colonies, although the variability of results among studies suggests that additional factors might have been involved. One source of variability may be colony age; however, this factor has never been investigated. We studied caste-specific patterns of CHC profiles in Coptotermes gestroi colonies of four different age classes (6, 18, 30, and 42 months). The CHC profiles were variable among castes in the youngest colonies, but progressively converged with increasing colony age. Young colonies had a less-defined CHC identity compared to older ones, which likely obscures the colony’s ability to detect non-nestmates. Our data suggest that there is no selective pressure on an early-defined colony CHC profile, potentially allowing incipient colonies to merge non-agonistically with competing conspecifics as an indirect result. </p>
",https://datadryad.org/dataset/doi:10.5061/dryad.59zw3r24h,https://doi.org/doi:10.5061/dryad.59zw3r24h,en,2021-08-13,2026-03-23T20:11:09.259676+00:00,dryad,46249,API-CALL,qualitative data,dryad,https://datadryad.org
405,Major inconsistencies of inferred population genetic structure estimated in a large set of domestic horse breeds using microsatellites,"<p style=""margin-bottom:11px;"">STRUCTURE remains the most applied tool aimed at recovering the true, but unknown, population structure from observed microsatellite data or other genetic markers. About 30% of <span class=""Program"" style=""font-variant:small-caps;""><span>STRUCTURE</span></span>-based studies could not be reproduced (Gilbert et al., 2012). Here we use a large set of data from 2323 horses from 93 domestic breeds plus the Przewalski horse, typed at 15 microsatellite markers, to evaluate how program settings, in particular the so far insufficiently evaluated number of replicates, impact the estimation of the optimal number of population clusters <i>K</i><sub>opt</sub> that best describe the observed data. Domestic horses are suited as a test case as there is extensive knowledge of the history of many breeds, extensive phylogenetic analyses. Different methods based on different genetic assumptions and statistical procedures (<span class=""Program"" style=""font-variant:small-caps;""><span>DAPC</span></span>, <span class=""Program"" style=""font-variant:small-caps;""><span>FLOCK</span></span>, PCoA and <span class=""Program"" style=""font-variant:small-caps;""><span>STRUCTURE</span></span> with different run scenarios) all revealed the general, broad-scale relationships among the breeds that largely reflect known breed histories but diverged largely how they characterized small-scale patterns. <span class=""Program"" style=""font-variant:small-caps;""><span>STRUCTURE</span></span> failed to consistently identify <i>K</i><sub>opt</sub> using the most widespread approach, the ΔK method, despite very large numbers of MCMCs (3,000,000) and replicates (100). The interpretation of breed structure over increasing numbers of<i> K</i>, without assuming a <i>K</i><sub>opt</sub>, was consistent with known breed histories. The over-reliance on <i>K</i><sub>opt</sub> should be replaced by a qualitative description of clustering over increasing <i>K</i>, which is scientifically more hone",https://datadryad.org/dataset/doi:10.5061/dryad.tmpg4f4vh,https://doi.org/doi:10.5061/dryad.tmpg4f4vh,en,2020-08-26,2026-03-23T20:11:11.746191+00:00,dryad,41427,API-CALL,qualitative data,dryad,https://datadryad.org
406,Data from: The combined effects of temporal autocorrelation and the costs of plasticity on the evolution of plasticity,"Adaptive phenotypic plasticity is an important source of intraspecific variation, and for many plastic traits the costs or factors limiting plasticity seem cryptic. However, there are several different factors that may constrain the evolution of plasticity, but few models have considered costs and limiting factors simultaneously. Here we use a simulation model to investigate how the optimal level of plasticity in a population depends on a fixed fitness cost for maintaining a potential for plasticity or an incremental fitness cost for producing a plastic response in combination with environmental unpredictability (environmental fluctuation speed) limiting plasticity. Our model identifies two mechanisms that act, almost separately, to constrain the evolution of plasticity: 1) The fitness cost of plasticity scaled by the non-plastic environmental tolerance, and 2) the environmental fluctuation speed scaled by the rate of phenotypic change. That is, the evolution of plasticity is constrained by the high cost of plasticity in combination with high tolerance for environmental variation, or fast environmental changes in combination with slow plastic response. Qualitatively similar results are found when fixed and incremental fitness costs of plasticity are incorporated, although a larger degree of plasticity is selected for with an incremental cost. Our model highlights that it is important to consider direct fitness costs and phenotypic limitations in relation to non-plastic environmental tolerance and environmental fluctuations, respectively, to understand what constrains the evolution of phenotypic plasticity.",https://datadryad.org/dataset/doi:10.5061/dryad.4p30k,https://doi.org/doi:10.5061/dryad.4p30k,en,2017-05-08,2026-03-23T20:11:11.805650+00:00,dryad,18182,API-CALL,qualitative data,dryad,https://datadryad.org
407,Data from: Rate of resistance evolution and polymorphism in long- and short-lived hosts,"Recent theoretical work has shown that long-lived hosts are expected to evolve higher equilibrium levels of disease resistance than shorter-lived hosts, but questions of how longevity affects the rate of resistance evolution and the maintenance of polymorphism remain unanswered. Conventional wisdom suggests that adaptive evolution should occur more slowly in long-lived organisms than in short-lived organisms. However, the opposite may be true for the evolution of disease-resistance traits where exposure to disease, and therefore the strength of selection for resistance increases with longevity. In a single locus model of innate resistance to a frequency-dependent, sterilizing disease, longer-lived hosts evolved resistance more rapidly than short-lived hosts. Moreover, resistance in long-lived hosts could only be polymorphic for more costly and more extreme resistance levels than short-lived hosts. The increased rate of evolution occurred in spite of longer generation times because longer-lived hosts had both a longer period of exposure to disease as well as higher disease prevalence. Qualitatively similar results were found when the model was extended to mortality-inducing diseases, or to density-dependent transmission modes. Our study shows that the evolutionary dynamics of host resistance is determined by more than just levels of resistance and cost but is highly sensitive to the life history traits of the host.",https://datadryad.org/dataset/doi:10.5061/dryad.38sn2,https://doi.org/doi:10.5061/dryad.38sn2,en,2014-12-02,2026-03-23T20:11:14.312908+00:00,dryad,17143,API-CALL,qualitative data,dryad,https://datadryad.org
408,Code and data for: Nitrogen-induced hysteresis in grassland biodiversity: A theoretical test of litter-mediated mechanisms,"<p>The global rise in anthropogenic reactive nitrogen (N) and the negative impacts of N deposition on terrestrial plant diversity are well-documented. The R* theory of resource competition predicts reversible decreases in plant diversity in response to N loading. However, empirical evidence for the reversibility of N-induced biodiversity loss is mixed. In a long-term N-enrichment experiment in Minnesota, a low-diversity state that emerged during N addition has persisted for decades after additions ceased. Hypothesized mechanisms preventing recovery of biodiversity include nutrient recycling, insufficient external seed supply, and litter inhibition of plant growth. Here we present an ODE model that unifies these mechanisms, produces bistability at intermediate N inputs, and qualitatively matches the observed hysteresis at Cedar Creek. Key features of the model, including native species' growth advantage in low-N conditions and limitation by litter accumulation, generalize from Cedar Creek to North American grasslands. Our results suggest that effective biodiversity restoration in these systems may require management beyond reducing N inputs, such as burning, grazing, haying, and seed additions. By coupling resource competition with an additional inter-specific inhibitory process, the model also illustrates a general mechanism for bistability and hysteresis that may occur in multiple ecosystem types. </p>",https://datadryad.org/dataset/doi:10.5061/dryad.dbrv15f4v,https://doi.org/doi:10.5061/dryad.dbrv15f4v,en,2022-12-19,2026-03-23T20:11:15.257588+00:00,dryad,99455,API-CALL,qualitative data,dryad,https://datadryad.org
409,Data from: Application of ITS2 metabarcoding to determine the provenance of pollen collected by honey bees in an agroecosystem,"Premise of the study: Melissopalynology, the identification of bee-collected pollen, provides insight into the flowers exploited by foraging bees. Information provided by melissopalynology could guide floral enrichment efforts aimed at supporting pollinators, but it has rarely been used because traditional methods of pollen identification are laborious and require expert knowledge. We approach melissopalynology in a novel way, employing a molecular method to study the pollen foraging of honey bees (Apis mellifera) in a landscape dominated by field crops, and compare these results to those obtained by microscopic melissopalynology. Methods: Pollen was collected from honey bee colonies in Madison County, Ohio, USA, during a two-week period in mid-spring and identified using microscopic methods and ITS2 metabarcoding. Results: Metabarcoding identified 19 plant families and exhibited sensitivity for identifying the taxa present in large and diverse pollen samples relative to microscopy, which identified eight families. The bulk of pollen collected by honey bees was from trees (Sapindaceae, Oleaceae, and Rosaceae), although dandelion (Taraxacum officinale) and mustard (Brassicaceae) pollen were also abundant. Discussion: For quantitative analysis of pollen, using both metabarcoding and microscopic identification is superior to either individual method. For qualitative analysis, ITS2 metabarcoding is superior, providing heightened sensitivity and genus-level resolution.",https://datadryad.org/dataset/doi:10.5061/dryad.64b5p,https://doi.org/doi:10.5061/dryad.64b5p,en,2015-12-11,2026-03-23T20:11:17.819905+00:00,dryad,25166,API-CALL,qualitative data,dryad,https://datadryad.org
410,"Data from: Evolution of the rudist bivalve Agriopleura Kühn (Radiolitidae, Hippuritida) from the Mediterranean region","The genus Agriopleura (Radiolitidae) is restricted to the Lower Cretaceous of the Mediterranean region, including the Middle East, and this rudist is apparently absent from the New World. Agriopleura underwent a size increase from late Hauterivian to mid-late Barremian, matching Cope's rule, followed by a Lilliput phase in the early Aptian. The relative development of radial bands increased through time and represents a key evolutionary index. During its evolution, Agriopleura increased in species diversity and expanded geographically onto the European Mediterranean Tethyan margin from the late Hauterivian to Barremian, after which it disappeared from the region (pseudotermination). In the lower Aptian, after a Lazarus gap, the genus reappears in the southern Mediterranean Tethyan margin. Assuming that Archaeoradiolites is the direct descendant of Agriopleura, the disappearance of the genus in the mid-Aptian was a pseudoextinction and this coincided with a major crisis of shallow carbonate settings and their associated biota. The definition of Agriopleura species is based on a set of qualitative and quantitative external and internal characters. Five species are recognized: three Barremian species, Agriopleura blumenbachi, the type species, A. marticensis and A. carinata; one lower Aptian species A. libanica; and a new species A. sequana restricted to the upper Hauterivian. Principal component analysis is used to test the distinctiveness of the species and the pattern of relationships of some of their key quantitative characters.",https://datadryad.org/dataset/doi:10.5061/dryad.mm1d7,https://doi.org/doi:10.5061/dryad.mm1d7,en,2015-07-25,2026-03-23T20:11:20.376882+00:00,dryad,17897,API-CALL,qualitative data,dryad,https://datadryad.org
411,"Data from: Estimating morphological diversity and tempo with discrete character-taxon matrices: implementation, challenges, progress, and future directions","Discrete character-taxon matrices are increasingly being used in an attempt to understand the pattern and tempo of morphological evolution; however, methodological sophistication and bespoke software implementations have lagged behind. In the present study, an attempt is made to provide a state-of-the-art description of methodologies and introduce a new R package (Claddis) for performing foundational disparity (morphologic diversity) and rate calculations. Simulations using its core functions show that: (1) of the two most commonly used distance metrics (Generalized Euclidean Distance and Gower's Coefficient), the latter tends to carry forward more of the true signal; (2) a novel distance metric may improve signal retention further; (3) this signal retention may come at the cost of pruning incomplete taxa from the data set; and (4) the utility of bivariate plots of ordination spaces are undermined by their frequently extremely low variances. By contrast, challenges to estimating morphologic tempo are presented qualitatively, such as how trees are time-scaled and changes are counted. Both disparity and rates deserve better time series approaches that could unlock new macroevolutionary analyses. However, these challenges need not be fatal, and several potential future solutions and directions are suggested.",https://datadryad.org/dataset/doi:10.5061/dryad.gp16s,https://doi.org/doi:10.5061/dryad.gp16s,en,2015-12-30,2026-03-23T20:11:22.953936+00:00,dryad,6203,API-CALL,qualitative data,dryad,https://datadryad.org
412,Code and simulated data from: Overexploitation can counteract top-down control and the paradox of enrichment in simple food chains,"<p>Because of its high abundance or its high feeding intensity, a consumer can overexploit its resource by consuming it on a shorter timescale than resource regeneration. While this short-term overexploitation is widespread in nature, its general implications for biotic control patterns and ecosystem stability are not clear. Here we use a resource-plant-herbivore food chain model allowing for short-term overexploitation (i.e., the plant can overexploit the resource and/or the herbivore can overexploit the plant). We uncover the conditions under which either type of overexploitation occurs and show that they qualitatively change ecological patterns, mainly by suppressing top-down control when interaction strength is high. When plant productivity increases, top-down control patterns are suppressed above the level at which plants start to overexploit resources. Similarly, when herbivory intensity increases, top-down control patterns disappear when plants become overexploited. Overexploitation also prevents enrichment-driven destabilization by capping the energy fluxes in the ecosystem. These findings connect top-down and bottom-up controls in a single framework, and highlight the role overexploitation can play in structuring and stabilizing food chains via the modulation of interaction strengths.</p>
",https://datadryad.org/dataset/doi:10.5061/dryad.ffbg79d4g,https://doi.org/doi:10.5061/dryad.ffbg79d4g,en,2025-12-16,2026-03-23T20:11:28.354485+00:00,dryad,142613,API-CALL,qualitative data,dryad,https://datadryad.org
413,Data from: Temporal variation in predation risk may explain daily rhythms of foraging behavior in an orb-weaving spider,"Daily rhythms occur in numerous physiological and behavioral processes across an immense diversity of taxa, but there remain few cases in which mechanistic links between rhythms of trait expression and organismal fitness have been established. We construct a dynamic optimization model to determine whether risk allocation provides an adaptive explanation for the daily foraging rhythm observed in many species using the orb-weaving spider Cyclosa turbinata as a case study. Our model predicts that female C. turbinata should generally start foraging at lower levels of energy reserves (i.e., should be less bold) during midday when predators are most abundant. We also find that individuals' foraging efficacy determines whether daily rates of encounters with predators or with prey more strongly influences boldness under high risk. The qualitative model predictions are robust to variation in our parameter estimates and likely apply to a wide range of taxa. The predictions are also consistent with observed patterns of foraging behavior under both laboratory and field conditions. We discuss the implications of our study for understanding the evolution of daily rhythms and the importance of model predictions for interpreting empirical studies and generating additional hypotheses regarding behavioral evolution.",https://datadryad.org/dataset/doi:10.5061/dryad.959g2,https://doi.org/doi:10.5061/dryad.959g2,en,2017-07-27,2026-03-23T20:11:31.835693+00:00,dryad,14327,API-CALL,qualitative data,dryad,https://datadryad.org
414,Data from: The complexity of social complexity: a quantitative multidimensional approach for studies on social organisation,"<p>The rapid increase in “big data” of the post-genomic era makes it crucial to appropriately measure the level of social complexity in comparative studies. We argue that commonly-used qualitative classifications lump together species showing a broad range of social complexity, and falsely imply that social evolution always progresses along a single linear stepwise trajectory that can be deduced from comparing extant species. To illustrate this point, we compared widely-used social complexity measures in ""primitively eusocial"" bumble bees with “advanced eusocial” stingless bees, honey bees, and attine ants. We find that a single species can have both higher and lower levels of complexity compared to other taxa, depending on the social trait measured. We propose that measuring the complexity of individual social traits switches focus from semantic discussions and offers several directions for progress. Firstly, quantitative social traits can be correlated with molecular, developmental, and physiological processes within and across lineages of social animals. This approach is particularly promising for identifying processes that influence or have been affected by social evolution. Secondly, key social complexity traits can be combined into multidimensional lineage-specific quantitative indices enabling fine scale comparison across species that are currently bundled within the same level of social complexity.</p>
",https://datadryad.org/dataset/doi:10.5061/dryad.x3ffbg7g6,https://doi.org/doi:10.5061/dryad.x3ffbg7g6,en,2020-07-17,2026-03-23T20:11:32.686709+00:00,dryad,49113,API-CALL,qualitative data,dryad,https://datadryad.org
415,Data from: Seasonally varying predation behaviour and climate shifts are predicted to affect predator-prey cycles,"The functional response of some predator species changes from a pattern characteristic for a generalist to that for a specialist according to seasonally varying prey availability. Current theory does not address the dynamic consequences of this phenomenon. Since season length correlates strongly with altitude and latitude and is predicted to change under future climate scenarios, including this phenomenon in theoretical models seems essential for correct prediction of future ecosystem dynamics. We develop and analyze a two-season model for the great horned owl (Bubo virginialis) and snowshoe hare (Lepus americanus). These species form a predator-prey system in which the generalist to specialist shift in predation pattern has been documented empirically. We study the qualitative behavior of this predator-prey model community as summer season length changes. We find that relatively small changes in summer season length can have a profound impact on the system. In particular, when the predator has sufficient alternative resources available during the summer season, it can drive the prey to extinction, there can be coexisting stable states, and there can be stable large-amplitude limit cycles coexisting with a stable steady state. Our results illustrate that the impacts of global change on local ecosystems can be driven by internal system dynamics and can potentially have catastrophic consequences.",https://datadryad.org/dataset/doi:10.5061/dryad.f2mk6,https://doi.org/doi:10.5061/dryad.f2mk6,en,2016-06-01,2026-03-23T20:11:44.068293+00:00,dryad,20001,API-CALL,qualitative data,dryad,https://datadryad.org
416,Data from: Modeling the influence of genetic and environmental variation on the expression of plant life cycles across landscapes,"Organisms develop through multiple life stages that differ in environmental tolerances. The seasonal timing, or phenology, of life-stage transitions determines the environmental conditions to which each life stage is exposed and the length of time required to complete a generation. Both environmental and genetic factors contribute to phenological variation, yet predicting their combined effect on life cycles across a geographic range remains a challenge. We linked submodels of the plasticity of individual life stages to create an integrated model that predicts life-cycle phenology in complex environments. We parameterized the model for Arabidopsis thaliana and simulated life cycles in four locations. We compared multiple “genotypes” by varying two parameters associated with natural genetic variation in phenology: seed dormancy and floral repression. The model predicted variation in life cycles across locations that qualitatively matches observed natural phenology. Seed dormancy had larger effects on life-cycle length than floral repression, and results suggest that a genetic cline in dormancy maintains a life-cycle length of 1 year across the geographic range of this species. By integrating across life stages, this approach demonstrates how genetic variation in one transition can influence subsequent transitions and the geographic distribution of life cycles more generally.",https://datadryad.org/dataset/doi:10.5061/dryad.nv0p1,https://doi.org/doi:10.5061/dryad.nv0p1,en,2014-10-01,2026-03-23T20:11:46.044901+00:00,dryad,2787,API-CALL,qualitative data,dryad,https://datadryad.org
417,"Data from: Morphological diversity, evolution and biogeography of early Pleistocene rabbits (genus Oryctolagus)","<p style=""text-align:justify;"">The Early Pleistocene is the key period for understanding the evolutionary history and paleobiogeography of rabbits (genus <i>Oryctolagus</i>). In Western Europe, many species were endemic, making them a reliable indicator of the evolution of the terrestrial ecosystems in which many species have evolved. However, the morphological variability of rabbit species is still poorly understood and their phylogeny remains a subject of debate. Through both qualitative (morphological description) and quantitative (linear measurements and two-dimensional geometric morphometrics) approaches, we address here the morphometric diversity of the third lower premolar (p3) – a tooth commonly used to distinguish leporid species – in order to assess intra- and inter-regional morphological variations in several Early Pleistocene rabbit populations. Our results suggest that the different approaches are complementary and allow, on different levels, a full characterisation of the p3 variability of Early Pleistocene rabbits and to imply relations between populations. The size and shape variations of this tooth reflect the taxonomic and phylogenetic signals of the different species but were probably also significantly impacted by geographic position and local climatic conditions. In view of the great morphometric variability highlighted in this work, we suggest a careful reconsideration of certain dental criteria previously considered ""diagnostic"" in the characterisation of these species. However, the overall results allowed us to discuss the phylogeny of the genus <i>Oryctolagus</i> and to hypothesise the ecological requirements and different phases of the dispersal of taxa in Western Europe, probably associated with global climate changes.</p>
",https://datadryad.org/dataset/doi:10.5061/dryad.f1vhhmgwv,https://doi.org/doi:10.5061/dryad.f1vhhmgwv,en,2025-08-26,2026-03-23T20:11:46.636847+00:00,dryad,69920,API-CALL,qualitative data,dryad,https://datadryad.org
418,Data from: Local adaptation and the evolution of phenotypic plasticity in Trinidadian guppies (Poecilia reticulata),"Divergent selection pressures across environments can result in phenotypic differentiation that is due to local adaptation, phenotypic plasticity, or both. Trinidadian guppies exhibit local adaptation to the presence or absence of predators, but the degree to which predator-induced plasticity contributes to population differentiation is less clear. We conducted common garden experiments on guppies obtained from two drainages containing populations adapted to high- and low-predation environments. We reared full-sibs from all populations in treatments simulating the presumed ancestral (predator-cues present) and derived (predator-cues absent) conditions and measured water column use, head morphology, and size at maturity. When reared in presence of predator cues, all populations had phenotypes that were typical of a high-predation ecotype. However, when reared in the absence of predator cues, guppies from high- and low-predation regimes differed in head morphology and size at maturity; the qualitative nature of these differences corresponded to those that characterize adaptive phenotypes in high- versus low-predation environments. Thus, divergence in plasticity is due to phenotypic differences between high- and low-predation populations when reared in the absence of predator cues. These results suggest that plasticity might initially play an important role during colonization of novel environments, and then evolve as a by-product of adaptation to the derived environment.",https://datadryad.org/dataset/doi:10.5061/dryad.84gf5,https://doi.org/doi:10.5061/dryad.84gf5,en,2012-04-27,2026-03-23T20:11:49.527439+00:00,dryad,19553,API-CALL,qualitative data,dryad,https://datadryad.org
